Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,DayOfWeek,TeamID,OpponentID,ScoreID
10/28/2018 1:00:00 PM,1,2018,8,TB,CIN,AWAY,34,37,71,Paul Brown Stadium,0,9,7,18,0,35,59,35:59,29,7,20,2,83,576,6.9,4,27,126,4.7,1,50,29,450,3,4,9,15.5,58.0,74.58,18,10,55.6,2,2,100,4,2,0,0,11,75,0,0,6,20,2,7,3,149,49.7,4,0,-4,7,20,7,3,0,24,1,24:1,21,8,13,0,63,402,6.4,5,27,138,5.1,2,34,21,264,2,0,7.8,12.6,61.8,105.51,13,5,38.5,2,1,50.0,4,4,0,0,4,46,0,0,2,16,9,6,6,263,43.8,0,4,4,50.0,0,100,0,3,2,0,2,1,0,0,2,2,5,4,0,0,0,0,0,1,1,40,22,2,16,3,0,0,48,22,6,20,11,0,0,Sunday,33,7,16764
10/28/2018 1:00:00 PM,1,2018,8,CIN,TB,HOME,37,34,71,Paul Brown Stadium,7,20,7,3,0,24,1,24:1,21,8,13,0,63,402,6.4,5,27,138,5.1,2,34,21,264,2,0,7.8,12.6,61.8,105.51,13,5,38.5,2,1,50.0,4,4,0,0,4,46,0,0,2,16,9,6,6,263,43.8,0,4,4,0,9,7,18,0,35,59,35:59,29,7,20,2,83,576,6.9,4,27,126,4.7,1,50,29,450,3,4,9,15.5,58.0,74.58,18,10,55.6,2,2,100,4,2,0,0,11,75,0,0,6,20,2,7,3,149,49.7,4,0,-4,100,0,50.0,0,5,4,0,0,0,0,0,1,1,3,2,0,2,1,0,0,2,2,48,22,6,20,11,0,0,40,22,2,16,3,0,0,Sunday,7,33,16764
10/28/2018 1:00:00 PM,1,2018,8,DEN,KC,AWAY,23,30,53,Arrowhead Stadium,7,7,0,9,0,32,41,32:41,22,10,11,1,69,411,6.0,3,30,189,6.3,1,34,23,222,2,1,6.5,9.7,67.6,93.01,12,4,33.3,1,1,100,3,2,0,0,10,83,1,1,5,40,6,5,4,175,43.8,2,1,-1,3,13,14,0,0,27,19,27:19,20,2,15,3,54,340,6.3,4,18,49,2.7,0,34,24,291,4,1,8.6,12.1,70.6,123.53,10,3,30.0,1,1,100,4,3,0,0,7,50,0,0,2,12,8,7,5,196,39.2,1,2,1,66.7,0,75.0,0,2,2,0,1,0,0,0,2,1,4,3,0,0,0,0,0,1,1,38,17,2,12,4,0,0,52,16,5,40,2,2,1,Sunday,10,16,16766
10/28/2018 1:00:00 PM,1,2018,8,KC,DEN,HOME,30,23,53,Arrowhead Stadium,3,13,14,0,0,27,19,27:19,20,2,15,3,54,340,6.3,4,18,49,2.7,0,34,24,291,4,1,8.6,12.1,70.6,123.53,10,3,30.0,1,1,100,4,3,0,0,7,50,0,0,2,12,8,7,5,196,39.2,1,2,1,7,7,0,9,0,32,41,32:41,22,10,11,1,69,411,6.0,3,30,189,6.3,1,34,23,222,2,1,6.5,9.7,67.6,93.01,12,4,33.3,1,1,100,3,2,0,0,10,83,1,1,5,40,6,5,4,175,43.8,2,1,-1,75.0,0,66.7,0,4,3,0,0,0,0,0,1,1,2,2,0,1,0,0,0,2,1,52,16,5,40,2,2,1,38,17,2,12,4,0,0,Sunday,16,10,16766
10/28/2018 1:00:00 PM,1,2018,8,SEA,DET,AWAY,28,14,42,Ford Field,0,21,0,7,0,34,55,34:55,20,8,11,1,61,413,6.8,4,42,176,4.2,1,17,14,237,3,0,13.9,16.9,82.4,158.33,12,6,50.0,2,1,50.0,4,3,0,0,7,111,0,0,2,11,4,3,4,198,49.5,0,3,3,7,0,0,7,0,25,5,25:5,21,1,17,3,56,331,5.9,2,13,34,2.6,0,40,27,297,2,1,7.4,11,67.5,95.52,10,6,60.0,0,0,0,2,1,0,0,4,32,2,2,3,13,4,4,4,181,45.2,3,0,-3,75.0,0,50.0,0,4,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,39,10,2,13,7,2,2,54,13,2,11,0,0,0,Sunday,30,11,16765
10/28/2018 1:00:00 PM,1,2018,8,DET,SEA,HOME,14,28,42,Ford Field,7,0,0,7,0,25,5,25:5,21,1,17,3,56,331,5.9,2,13,34,2.6,0,40,27,297,2,1,7.4,11,67.5,95.52,10,6,60.0,0,0,0,2,1,0,0,4,32,2,2,3,13,4,4,4,181,45.2,3,0,-3,0,21,0,7,0,34,55,34:55,20,8,11,1,61,413,6.8,4,42,176,4.2,1,17,14,237,3,0,13.9,16.9,82.4,158.33,12,6,50.0,2,1,50.0,4,3,0,0,7,111,0,0,2,11,4,3,4,198,49.5,0,3,3,50.0,0,75.0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,54,13,2,11,0,0,0,39,10,2,13,7,2,2,Sunday,11,30,16765
10/28/2018 1:00:00 PM,1,2018,8,CLE,PIT,AWAY,18,33,51,Heinz Field,6,0,6,6,0,27,48,27:48,17,5,9,3,59,237,4.0,2,21,74,3.5,0,36,22,163,2,1,4.5,7.4,61.1,78.82,13,3,23.1,1,1,100,2,1,0,0,7,52,0,0,2,17,1,6,5,235,47,1,2,1,0,14,9,10,0,32,12,32:12,25,10,14,1,68,421,6.2,4,31,168,5.4,2,36,24,253,2,1,7.0,10.5,66.7,93.87,13,6,46.2,1,1,100,2,2,0,0,8,60,1,1,1,4,7,10,4,176,44,2,1,-1,50.0,0,100,0,1,0,0,2,0,0,0,3,2,4,4,0,0,0,0,0,1,1,48,16,1,4,4,2,1,40,21,2,17,4,0,0,Sunday,8,28,16768
10/28/2018 1:00:00 PM,1,2018,8,PIT,CLE,HOME,33,18,51,Heinz Field,0,14,9,10,0,32,12,32:12,25,10,14,1,68,421,6.2,4,31,168,5.4,2,36,24,253,2,1,7.0,10.5,66.7,93.87,13,6,46.2,1,1,100,2,2,0,0,8,60,1,1,1,4,7,10,4,176,44,2,1,-1,6,0,6,6,0,27,48,27:48,17,5,9,3,59,237,4.0,2,21,74,3.5,0,36,22,163,2,1,4.5,7.4,61.1,78.82,13,3,23.1,1,1,100,2,1,0,0,7,52,0,0,2,17,1,6,5,235,47,1,2,1,100,0,50.0,0,4,4,0,0,0,0,0,1,1,1,0,0,2,0,0,0,3,2,40,21,2,17,4,0,0,48,16,1,4,4,2,1,Sunday,28,8,16768
10/28/2018 1:00:00 PM,1,2018,8,WAS,NYG,AWAY,20,13,33,MetLife Stadium,7,0,3,10,0,33,38,33:38,20,6,10,4,65,360,5.5,2,33,182,5.5,1,32,20,178,1,0,5.6,8.9,62.5,87.76,15,6,40.0,0,0,0,3,1,0,0,8,90,1,1,0,0,10,10,5,246,49.2,1,2,1,0,3,0,10,0,26,22,26:22,18,1,15,2,68,303,4.5,1,14,37,2.6,0,47,30,266,1,2,5.7,8.9,63.8,68.22,14,2,14.3,4,3,75.0,4,1,0,0,11,102,0,0,7,50,5,3,5,220,44,2,1,-1,33.3,0,25.0,0,2,2,0,0,0,0,0,3,2,1,1,0,0,0,0,0,2,2,49,28,7,50,8,0,0,50,16,0,0,3,1,1,Sunday,35,23,16767
10/28/2018 1:00:00 PM,1,2018,8,NYG,WAS,HOME,13,20,33,MetLife Stadium,0,3,0,10,0,26,22,26:22,18,1,15,2,68,303,4.5,1,14,37,2.6,0,47,30,266,1,2,5.7,8.9,63.8,68.22,14,2,14.3,4,3,75.0,4,1,0,0,11,102,0,0,7,50,5,3,5,220,44,2,1,-1,7,0,3,10,0,33,38,33:38,20,6,10,4,65,360,5.5,2,33,182,5.5,1,32,20,178,1,0,5.6,8.9,62.5,87.76,15,6,40.0,0,0,0,3,1,0,0,8,90,1,1,0,0,10,10,5,246,49.2,1,2,1,25.0,0,33.3,0,1,1,0,0,0,0,0,2,2,2,2,0,0,0,0,0,3,2,50,16,0,0,3,1,1,49,28,7,50,8,0,0,Sunday,23,35,16767
10/28/2018 4:05:00 PM,1,2018,8,IND,OAK,AWAY,42,28,70,Oakland Coliseum,10,3,8,21,0,36,30,36:30,28,11,13,4,71,461,6.5,5,40,222,5.6,2,31,22,239,3,0,7.7,10.9,71.0,125.60,13,9,69.2,0,0,0,5,3,0,0,10,77,0,0,0,0,1,0,1,46,46,0,1,1,0,14,14,0,0,23,30,23:30,19,7,12,0,47,347,7.4,4,19,103,5.4,1,28,21,244,3,0,8.7,11.6,75.0,136.61,8,4,50.0,2,1,50.0,2,2,0,0,10,79,1,1,0,0,1,4,2,80,40,1,0,-1,60.0,0,100,0,4,4,0,2,1,0,0,2,2,4,4,0,0,0,0,0,0,0,29,21,0,0,2,1,1,56,20,0,0,4,0,0,Sunday,14,25,16770
10/28/2018 4:05:00 PM,1,2018,8,OAK,IND,HOME,28,42,70,Oakland Coliseum,0,14,14,0,0,23,30,23:30,19,7,12,0,47,347,7.4,4,19,103,5.4,1,28,21,244,3,0,8.7,11.6,75.0,136.61,8,4,50.0,2,1,50.0,2,2,0,0,10,79,1,1,0,0,1,4,2,80,40,1,0,-1,10,3,8,21,0,36,30,36:30,28,11,13,4,71,461,6.5,5,40,222,5.6,2,31,22,239,3,0,7.7,10.9,71.0,125.60,13,9,69.2,0,0,0,5,3,0,0,10,77,0,0,0,0,1,0,1,46,46,0,1,1,100,0,60.0,0,4,4,0,0,0,0,0,0,0,4,4,0,2,1,0,0,2,2,56,20,0,0,4,0,0,29,21,0,0,2,1,1,Sunday,25,14,16770
10/28/2018 4:25:00 PM,1,2018,8,SF,ARI,AWAY,15,18,33,U of Phoenix Stadium,2,3,7,3,0,32,19,32:19,16,5,9,2,63,267,4.2,1,31,107,3.5,0,28,14,160,1,0,5.7,11.4,50.0,79.46,14,5,35.7,0,0,0,2,0,0,0,5,59,0,0,4,30,7,6,7,285,40.7,0,2,2,0,3,0,15,0,27,41,27:41,20,3,15,2,64,321,5.0,2,21,88,4.2,0,40,23,233,2,1,5.8,10.1,57.5,80.52,14,6,42.9,0,0,0,3,2,0,0,9,62,1,1,3,19,8,10,5,229,45.8,2,0,-2,0,0,66.7,0,1,1,0,0,0,0,0,2,2,1,1,0,2,1,0,0,1,1,42,7,3,19,3,1,1,49,12,4,30,5,0,0,Sunday,31,1,16772
10/28/2018 4:25:00 PM,1,2018,8,ARI,SF,HOME,18,15,33,U of Phoenix Stadium,0,3,0,15,0,27,41,27:41,20,3,15,2,64,321,5.0,2,21,88,4.2,0,40,23,233,2,1,5.8,10.1,57.5,80.52,14,6,42.9,0,0,0,3,2,0,0,9,62,1,1,3,19,8,10,5,229,45.8,2,0,-2,2,3,7,3,0,32,19,32:19,16,5,9,2,63,267,4.2,1,31,107,3.5,0,28,14,160,1,0,5.7,11.4,50.0,79.46,14,5,35.7,0,0,0,2,0,0,0,5,59,0,0,4,30,7,6,7,285,40.7,0,2,2,66.7,0,0,0,1,1,0,2,1,0,0,1,1,1,1,0,0,0,0,0,2,2,49,12,4,30,5,0,0,42,7,3,19,3,1,1,Sunday,1,31,16772
10/28/2018 4:25:00 PM,1,2018,8,GB,LAR,AWAY,27,29,56,Los Angeles Memorial Coliseum,7,3,10,7,0,25,50,25:50,16,5,11,0,52,359,6.9,3,19,106,5.6,2,30,18,253,1,0,8.4,14.1,60.0,98.33,9,2,22.2,0,0,0,1,1,0,0,2,10,1,1,3,33,8,8,5,214,42.8,1,0,-1,0,8,15,6,0,34,10,34:10,23,4,18,1,75,416,5.5,3,34,135,4.0,0,36,20,281,3,0,7.8,14.0,55.6,108.68,18,8,44.4,1,1,100,4,2,0,0,2,15,0,0,5,26,8,6,7,316,45.1,0,1,1,100,0,50.0,0,3,3,0,0,0,0,0,2,2,1,1,0,3,1,0,0,2,2,58,13,5,26,7,0,0,37,13,3,33,2,1,1,Sunday,12,32,16771
10/28/2018 4:25:00 PM,1,2018,8,LAR,GB,HOME,29,27,56,Los Angeles Memorial Coliseum,0,8,15,6,0,34,10,34:10,23,4,18,1,75,416,5.5,3,34,135,4.0,0,36,20,281,3,0,7.8,14.0,55.6,108.68,18,8,44.4,1,1,100,4,2,0,0,2,15,0,0,5,26,8,6,7,316,45.1,0,1,1,7,3,10,7,0,25,50,25:50,16,5,11,0,52,359,6.9,3,19,106,5.6,2,30,18,253,1,0,8.4,14.1,60.0,98.33,9,2,22.2,0,0,0,1,1,0,0,2,10,1,1,3,33,8,8,5,214,42.8,1,0,-1,50.0,0,100,0,1,1,0,3,1,0,0,2,2,3,3,0,0,0,0,0,2,2,37,13,3,33,2,1,1,58,13,5,26,7,0,0,Sunday,32,12,16771
10/28/2018 8:20:00 PM,1,2018,8,NO,MIN,AWAY,30,20,50,U.S. Bank Stadium,7,10,10,3,0,28,37,28:37,17,6,9,2,53,270,5.1,3,29,106,3.7,1,24,19,164,1,1,6.8,8.6,79.2,91.67,9,4,44.4,0,0,0,3,2,0,0,7,64,0,0,0,0,9,5,2,86,43,1,2,1,7,6,0,7,0,31,23,31:23,27,4,19,4,67,423,6.3,3,22,85,3.9,1,41,31,338,2,1,8.2,10.9,75.6,105.54,10,5,50.0,3,2,66.7,4,3,0,0,6,54,1,1,4,21,2,6,2,81,40.5,2,1,-1,66.7,0,75.0,0,3,3,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,49,19,4,21,6,1,1,40,25,0,0,2,0,0,Sunday,22,20,16773
10/28/2018 8:20:00 PM,1,2018,8,MIN,NO,HOME,20,30,50,U.S. Bank Stadium,7,6,0,7,0,31,23,31:23,27,4,19,4,67,423,6.3,3,22,85,3.9,1,41,31,338,2,1,8.2,10.9,75.6,105.54,10,5,50.0,3,2,66.7,4,3,0,0,6,54,1,1,4,21,2,6,2,81,40.5,2,1,-1,7,10,10,3,0,28,37,28:37,17,6,9,2,53,270,5.1,3,29,106,3.7,1,24,19,164,1,1,6.8,8.6,79.2,91.67,9,4,44.4,0,0,0,3,2,0,0,7,64,0,0,0,0,9,5,2,86,43,1,2,1,75.0,0,66.7,0,3,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,40,25,0,0,2,0,0,49,19,4,21,6,1,1,Sunday,20,22,16773
10/29/2018 8:15:00 PM,1,2018,8,NE,BUF,AWAY,25,6,31,New Era Field,3,6,3,13,0,31,50,31:50,22,6,15,1,72,387,5.4,2,25,76,3.0,1,45,29,311,0,0,6.9,10.7,64.4,84.58,14,5,35.7,0,0,0,3,1,0,0,5,33,0,0,2,13,6,7,4,148,37,0,2,2,0,3,3,0,0,28,10,28:10,16,3,13,0,63,333,5.3,0,19,46,2.4,0,41,24,287,0,1,7,12.0,58.5,69.87,14,4,28.6,2,0,0,0,0,0,0,6,51,1,1,3,26,4,6,5,198,39.6,2,0,-2,33.3,0,0,0,1,1,0,2,0,0,0,5,4,0,0,0,0,0,0,0,2,2,48,7,3,26,7,1,1,50,14,2,13,4,1,0,Monday,21,4,16774
10/29/2018 8:15:00 PM,1,2018,8,BUF,NE,HOME,6,25,31,New Era Field,0,3,3,0,0,28,10,28:10,16,3,13,0,63,333,5.3,0,19,46,2.4,0,41,24,287,0,1,7,12.0,58.5,69.87,14,4,28.6,2,0,0,0,0,0,0,6,51,1,1,3,26,4,6,5,198,39.6,2,0,-2,3,6,3,13,0,31,50,31:50,22,6,15,1,72,387,5.4,2,25,76,3.0,1,45,29,311,0,0,6.9,10.7,64.4,84.58,14,5,35.7,0,0,0,3,1,0,0,5,33,0,0,2,13,6,7,4,148,37,0,2,2,0,0,33.3,0,0,0,0,0,0,0,0,2,2,1,1,0,2,0,0,0,5,4,50,14,2,13,4,1,0,48,7,3,26,7,1,1,Monday,4,21,16774
11/1/2018 8:20:00 PM,1,2018,9,OAK,SF,AWAY,3,34,37,Levi's Stadium,3,0,0,0,0,31,26,31:26,14,5,9,0,55,242,4.4,0,23,102,4.4,0,24,17,140,0,0,5.8,8.2,70.8,85.42,12,3,25.0,1,0,0,1,0,0,0,6,40,0,0,8,39,2,6,6,225,37.5,0,0,0,7,10,14,3,0,28,34,28:34,18,6,10,2,54,405,7.5,4,32,143,4.5,1,22,16,262,3,0,11.9,16.4,72.7,151.89,12,5,41.7,0,0,0,4,2,0,0,3,23,0,0,0,0,10,8,3,164,54.7,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,2,2,42,8,0,0,2,0,0,45,4,7,33,2,0,0,Thursday,25,31,16775
11/1/2018 8:20:00 PM,1,2018,9,SF,OAK,HOME,34,3,37,Levi's Stadium,7,10,14,3,0,28,34,28:34,18,6,10,2,54,405,7.5,4,32,143,4.5,1,22,16,262,3,0,11.9,16.4,72.7,151.89,12,5,41.7,0,0,0,4,2,0,0,3,23,0,0,0,0,10,8,3,164,54.7,0,0,0,3,0,0,0,0,31,26,31:26,14,5,9,0,55,242,4.4,0,23,102,4.4,0,24,17,140,0,0,5.8,8.2,70.8,85.42,12,3,25.0,1,0,0,1,0,0,0,6,40,0,0,8,39,2,6,6,225,37.5,0,0,0,50.0,0,0,0,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,45,4,7,33,2,0,0,42,8,0,0,2,0,0,Thursday,31,25,16775
11/4/2018 1:00:00 PM,1,2018,9,PIT,BAL,AWAY,23,16,39,M&T Bank Stadium,7,7,6,3,0,36,29,36:29,27,8,18,1,76,395,5.2,3,27,113,4.2,1,48,29,282,2,0,5.9,9.7,60.4,90.80,16,10,62.5,1,1,100,4,3,0,0,8,103,0,0,1,10,6,5,4,150,37.5,0,0,0,3,3,7,3,0,23,31,23:31,18,5,10,3,56,265,4.7,1,16,61,3.8,1,38,24,204,0,0,5.4,8.5,63.2,77.08,12,4,33.3,1,0,0,4,1,0,0,5,25,0,0,2,14,6,3,4,189,47.2,0,0,0,75.0,0,25.0,0,3,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,3,38,12,2,14,3,0,0,47,23,1,10,7,0,0,Sunday,28,3,16782
11/4/2018 1:00:00 PM,1,2018,9,BAL,PIT,HOME,16,23,39,M&T Bank Stadium,3,3,7,3,0,23,31,23:31,18,5,10,3,56,265,4.7,1,16,61,3.8,1,38,24,204,0,0,5.4,8.5,63.2,77.08,12,4,33.3,1,0,0,4,1,0,0,5,25,0,0,2,14,6,3,4,189,47.2,0,0,0,7,7,6,3,0,36,29,36:29,27,8,18,1,76,395,5.2,3,27,113,4.2,1,48,29,282,2,0,5.9,9.7,60.4,90.80,16,10,62.5,1,1,100,4,3,0,0,8,103,0,0,1,10,6,5,4,150,37.5,0,0,0,25.0,0,75.0,0,1,1,0,0,0,0,0,3,3,3,2,0,0,0,0,0,1,1,47,23,1,10,7,0,0,38,12,2,14,3,0,0,Sunday,3,28,16782
11/4/2018 1:00:00 PM,1,2018,9,CHI,BUF,AWAY,41,9,50,New Era Field,0,28,3,10,0,25,57,25:57,11,4,5,2,46,190,4.1,5,25,64,2.6,2,20,12,126,1,1,6.3,10.5,60.0,74.17,11,3,27.3,0,0,0,4,3,0,0,14,129,0,0,1,9,9,12,5,200,40,1,4,3,0,0,3,6,0,34,3,34:3,22,6,9,7,81,264,3.3,1,28,98,3.5,1,49,31,166,0,3,3.4,5.4,63.3,43.41,18,6,33.3,3,1,33.3,1,1,0,0,10,163,1,1,4,22,4,8,5,188,37.6,4,1,-3,75.0,0,100,0,5,5,0,0,0,0,0,2,2,0,0,0,2,0,0,0,1,1,61,21,4,22,9,0,1,37,9,1,9,3,2,0,Sunday,6,4,16776
11/4/2018 1:00:00 PM,1,2018,9,BUF,CHI,HOME,9,41,50,New Era Field,0,0,3,6,0,34,3,34:3,22,6,9,7,81,264,3.3,1,28,98,3.5,1,49,31,166,0,3,3.4,5.4,63.3,43.41,18,6,33.3,3,1,33.3,1,1,0,0,10,163,1,1,4,22,4,8,5,188,37.6,4,1,-3,0,28,3,10,0,25,57,25:57,11,4,5,2,46,190,4.1,5,25,64,2.6,2,20,12,126,1,1,6.3,10.5,60.0,74.17,11,3,27.3,0,0,0,4,3,0,0,14,129,0,0,1,9,9,12,5,200,40,1,4,3,100,0,75.0,0,0,0,0,2,0,0,0,1,1,5,5,0,0,0,0,0,2,2,37,9,1,9,3,2,0,61,21,4,22,9,0,1,Sunday,4,6,16776
11/4/2018 1:00:00 PM,1,2018,9,DET,MIN,AWAY,9,24,33,U.S. Bank Stadium,0,6,0,3,0,36,45,36:45,18,4,13,1,70,209,3.0,0,24,66,2.8,0,36,25,143,0,0,4.0,5.7,69.4,76.50,15,4,26.7,3,3,100,3,0,0,0,8,66,1,1,10,56,1,3,5,222,44.4,1,2,1,7,10,0,7,0,23,15,23:15,17,3,10,4,46,283,6.2,3,23,128,5.6,1,22,18,155,1,1,7.0,8.6,81.8,92.23,8,3,37.5,1,1,100,3,2,0,0,3,15,1,1,1,9,17,12,4,163,40.8,2,1,-1,0,0,66.7,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,1,1,37,14,1,9,2,0,1,52,21,10,56,0,0,1,Sunday,11,20,16779
11/4/2018 1:00:00 PM,1,2018,9,MIN,DET,HOME,24,9,33,U.S. Bank Stadium,7,10,0,7,0,23,15,23:15,17,3,10,4,46,283,6.2,3,23,128,5.6,1,22,18,155,1,1,7.0,8.6,81.8,92.23,8,3,37.5,1,1,100,3,2,0,0,3,15,1,1,1,9,17,12,4,163,40.8,2,1,-1,0,6,0,3,0,36,45,36:45,18,4,13,1,70,209,3.0,0,24,66,2.8,0,36,25,143,0,0,4.0,5.7,69.4,76.50,15,4,26.7,3,3,100,3,0,0,0,8,66,1,1,10,56,1,3,5,222,44.4,1,2,1,66.7,0,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,52,21,10,56,0,0,1,37,14,1,9,2,0,1,Sunday,20,11,16779
11/4/2018 1:00:00 PM,1,2018,9,ATL,WAS,AWAY,38,14,52,FedEx Field,7,14,7,10,0,32,56,32:56,25,6,17,2,64,491,7.7,5,24,154,6.4,1,38,26,337,4,1,8.9,13.0,68.4,120.18,13,10,76.9,0,0,0,3,2,0,0,7,50,0,0,2,13,6,6,2,103,51.5,1,1,0,0,7,7,0,0,27,4,27:4,20,5,15,0,64,366,5.7,2,15,79,5.3,1,46,30,287,1,1,6.2,9.6,65.2,80.62,13,5,38.5,2,2,100,2,2,0,0,10,147,0,0,3,19,4,4,5,245,49,1,1,0,66.7,0,100,0,5,5,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,45,17,3,19,8,0,0,41,17,2,13,7,0,0,Sunday,2,35,16780
11/4/2018 1:00:00 PM,1,2018,9,WAS,ATL,HOME,14,38,52,FedEx Field,0,7,7,0,0,27,4,27:4,20,5,15,0,64,366,5.7,2,15,79,5.3,1,46,30,287,1,1,6.2,9.6,65.2,80.62,13,5,38.5,2,2,100,2,2,0,0,10,147,0,0,3,19,4,4,5,245,49,1,1,0,7,14,7,10,0,32,56,32:56,25,6,17,2,64,491,7.7,5,24,154,6.4,1,38,26,337,4,1,8.9,13.0,68.4,120.18,13,10,76.9,0,0,0,3,2,0,0,7,50,0,0,2,13,6,6,2,103,51.5,1,1,0,100,0,66.7,0,2,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,41,17,2,13,7,0,0,45,17,3,19,8,0,0,Sunday,35,2,16780
11/4/2018 1:00:00 PM,1,2018,9,KC,CLE,AWAY,37,21,58,FirstEnergy Stadium,7,14,13,3,0,29,9,29:9,27,10,15,2,58,499,8.6,5,24,139,5.8,2,32,23,360,3,1,11.2,15.7,71.9,127.08,10,6,60.0,0,0,0,4,4,0,0,11,86,0,0,2,15,3,5,2,63,31.5,1,1,0,3,12,0,6,0,30,51,30:51,26,6,17,3,70,388,5.5,3,25,102,4.1,1,43,30,286,2,1,6.7,9.5,69.8,93.75,13,5,38.5,3,2,66.7,3,3,0,0,4,20,0,0,2,22,7,4,1,39,39,1,1,0,100,0,100,0,5,4,0,0,0,0,0,1,1,0,0,0,5,0,0,0,1,1,51,11,2,22,2,0,0,41,12,2,15,2,0,0,Sunday,16,8,16777
11/4/2018 1:00:00 PM,1,2018,9,CLE,KC,HOME,21,37,58,FirstEnergy Stadium,3,12,0,6,0,30,51,30:51,26,6,17,3,70,388,5.5,3,25,102,4.1,1,43,30,286,2,1,6.7,9.5,69.8,93.75,13,5,38.5,3,2,66.7,3,3,0,0,4,20,0,0,2,22,7,4,1,39,39,1,1,0,7,14,13,3,0,29,9,29:9,27,10,15,2,58,499,8.6,5,24,139,5.8,2,32,23,360,3,1,11.2,15.7,71.9,127.08,10,6,60.0,0,0,0,4,4,0,0,11,86,0,0,2,15,3,5,2,63,31.5,1,1,0,100,0,100,0,0,0,0,5,0,0,0,1,1,5,4,0,0,0,0,0,1,1,41,12,2,15,2,0,0,51,11,2,22,2,0,0,Sunday,8,16,16777
