PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,PositionCategory,PhotoUrl,ByeWeek,AverageDraftPosition,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,FanDuelPlayerID,DraftKingsPlayerID,InjuryStatus,FanDuelName,DraftKingsName,TeamID
20611,WAS,39,Jeremy,Reaves,FS,Practice Squad,5'11",204,8/29/1996 12:00:00 AM,South Alabama,1,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,,PHI FA,2018,,,True,,,,,,35
20636,WAS,55,Casey,Dunn,C,Practice Squad,6'3",290,10/11/1994 12:00:00 AM,Auburn,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20636.png,10,,WAS FA,2018,,,True,,,,,,35
20674,WAS,36,Adonis,Alexander,CB,Active,6'3",197,11/7/1996 12:00:00 AM,Virginia Tech,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,803.00,WAS Supp,2018,6,,True,,,Out,,,35
20717,CIN,3,Tristan,Vizcaino,K,Active,6'2",202,7/31/1996 12:00:00 AM,Washington,0,K,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,,CIN FA,,,,True,,,,,,7
20741,CIN,33,Rodney,Anderson,RB,Active,6'0",224,9/12/1996 12:00:00 AM,Oklahoma,0,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,286.00,CIN,2019,6,211,False,60915,865896,,Rodney Anderson,Rodney Anderson,7
20759,CIN,5,Ryan,Finley,QB,Active,6'4",213,12/26/1994 12:00:00 AM,NC State,0,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,511.00,CIN,2019,4,104,False,46866,728819,,Ryan Finley,Ryan Finley,7
20789,WAS,13,Kelvin,Harmon,WR,Active,6'2",221,12/15/1996 12:00:00 AM,NC State,0,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,280.00,WAS,2019,6,206,False,71039,920809,,Kelvin Harmon,Kelvin Harmon,35
20795,WAS,7,Dwayne,Haskins,QB,Active,6'3",231,5/3/1997 12:00:00 AM,Ohio State,0,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,197.00,WAS,2019,1,15,False,73183,946582,,Dwayne Haskins Jr.,Dwayne Haskins Jr.,35
20586,WAS,61,Myles,Humphrey,DE,Practice Squad,6'2",245,9/7/1995 12:00:00 AM,Shepherd,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20586.png,10,,BAL FA,2018,,,True,,,,,,35
20569,CIN,65,Justin,Evans,OT,Practice Squad,6'5",290,8/19/1995 12:00:00 AM,South Carolina State,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20569.png,9,,BAL FA,2018,,,True,,,,,,7
20478,WAS,84,Darvin,Kidsy,WR,Practice Squad,6'0",174,3/19/1995 12:00:00 AM,Texas Southern,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20478.png,10,578.00,WAS FA,2018,,,True,47249,743761,,Darvin Kidsy Jr.,Darvin Kidsy Jr.,35
20472,WAS,31,Shaun,Wilson,RB,Active,5'9",185,12/2/1995 12:00:00 AM,None,2,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20472.png,10,548.00,TB FA,2018,,,True,55113,830812,,Shaun Wilson,Shaun Wilson,35
20469,CIN,69,Niles,Scott,NT,Practice Squad,6'3",280,9/30/1995 12:00:00 AM,Frostburg State,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20469.png,9,1936.00,SF FA,2018,,,True,,,Out,,,7
20529,WAS,89,Cam,Sims,WR,Active,6'5",214,1/6/1996 12:00:00 AM,None,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20529.png,10,515.00,WAS FA,2018,,,True,54472,824541,,Cam Sims,Cam Sims,35
20395,WAS,41,Danny,Johnson,CB,Active,5'9",181,11/17/1995 12:00:00 AM,None,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20395.png,10,1670.00,WAS FA,2018,,,True,,,Out,,,35
20389,WAS,38,Elijah,Wellman,TE,Active,6'1",240,9/20/1994 12:00:00 AM,None,1,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20389.png,10,,WAS FA,2018,,,True,40162,739698,,Elijah Wellman,Elijah Wellman,35
20392,WAS,61,Timon,Parris,OT,Active,6'6",312,9/11/1995 12:00:00 AM,None,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20392.png,10,,WAS FA,2018,,,True,,,,,,35
20353,CIN,61,Brad,Lundblade,C,Practice Squad,6'2",295,9/21/1995 12:00:00 AM,None,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20353.png,9,,SEA FA,2018,,,True,,,,,,7
20264,CIN,88,Jordan,Franks,TE,Practice Squad,6'4",232,2/1/1996 12:00:00 AM,None,2,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20264.png,9,725.00,CIN FA,2018,,,True,57325,838400,,Jordan Franks,Jordan Franks,7
20196,WAS,88,Matt,Flanagan,TE,Practice Squad,6'5",260,3/26/1995 12:00:00 AM,None,1,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20196.png,10,724.00,WAS FA,2018,,,True,41210,746177,,Matt Flanagan,Matt Flanagan,35
20079,WAS,14,Trey,Quinn,WR,Active,5'11",203,12/7/1995 12:00:00 AM,None,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20079.png,10,189.00,WAS,2018,7,256,False,52902,822031,,Trey Quinn,Trey Quinn,35
20080,WAS,37,Greg,Stroman,CB,Active,5'11",182,3/8/1996 12:00:00 AM,None,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20080.png,10,871.00,WAS,2018,7,241,False,,,,,,35
20113,CIN,34,Quinton,Flowers,QB,Practice Squad,5'10",214,12/2/1994 12:00:00 AM,None,1,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20113.png,9,747.00,CIN FA,2018,,,True,57900,840742,,Quinton Flowers,Quinton Flowers,7
20130,WAS,64,Jojo,Wicker,DE,Practice Squad,6'2",296,6/9/1996 12:00:00 AM,None,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20130.png,10,,DET FA,2018,,,True,,,,,,35
20116,CIN,41,Trayvon,Henderson,FS,Active,6'0",204,8/15/1995 12:00:00 AM,None,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20116.png,9,1459.00,CIN FA,2018,,,True,,,,,,7
20057,CIN,19,Auden,Tate,WR,Practice Squad,6'5",228,2/3/1997 12:00:00 AM,None,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20057.png,9,496.00,CIN,2018,7,253,False,64339,883459,,Auden Tate,Auden Tate,7
20002,WAS,97,Tim,Settle,NT,Active,6'3",329,7/11/1997 12:00:00 AM,None,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20002.png,10,1487.00,WAS,2018,5,163,False,,,,,,35
20003,WAS,51,Shaun Dion,Hamilton,ILB,Active,6'0",228,9/11/1995 12:00:00 AM,None,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20003.png,10,1390.00,WAS,2018,6,197,False,,,,,,35
19966,CIN,93,Andrew,Brown,DE,Practice Squad,6'3",296,12/30/1995 12:00:00 AM,None,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19966.png,9,,CIN,2018,5,158,False,,,,,,7
19967,CIN,35,Davontae,Harris,CB,Active,5'11",205,1/21/1995 12:00:00 AM,None,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19967.png,9,,CIN,2018,5,151,False,,,,,,7
19968,CIN,23,Darius,Phillips,CB,Active,5'10",193,6/26/1996 12:00:00 AM,None,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19968.png,9,1704.00,CIN,2018,5,170,False,,,,,,7
19955,WAS,30,Troy,Apke,FS,Active,6'1",200,4/11/1995 12:00:00 AM,Penn State,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19955.png,10,1434.00,WAS,2018,4,109,False,,,,,,35
19797,WAS,29,Derrius,Guice,RB,Active,5'10",224,6/21/1997 12:00:00 AM,LSU,2,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19797.png,10,62.60,WAS,2018,2,59,False,60735,865565,Probable,Derrius Guice,Derrius Guice,35
19813,CIN,53,Billy,Price,C,Active,6'4",305,10/12/1995 12:00:00 AM,Ohio State,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19813.png,9,,CIN,2018,1,21,False,,,,,,7
19841,WAS,94,Da'ron,Payne,NT,Active,6'2",311,5/27/1997 12:00:00 AM,Alabama,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19841.png,10,1702.00,WAS,2018,1,13,False,,,,,,35
19871,CIN,94,Sam,Hubbard,DE,Active,6'5",270,6/29/1995 12:00:00 AM,Ohio State,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19871.png,9,1393.00,CIN,2018,3,77,False,,,,,,7
19872,CIN,45,Malik,Jefferson,OLB,Active,6'2",236,11/15/1996 12:00:00 AM,Texas,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19872.png,9,1212.00,CIN,2018,3,78,False,,,,,,7
19873,CIN,30,Jessie,Bates III,FS,Active,6'1",200,10/11/1996 12:00:00 AM,Wake Forest,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19873.png,9,926.00,CIN,2018,2,54,False,,,,,,7
19894,WAS,74,Geron,Christian,OT,Active,6'5",298,9/10/1996 12:00:00 AM,Louisville,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19894.png,10,,WAS,2018,3,74,False,,,,,,35
19586,WAS,63,Roubbens,Joseph,OT,Practice Squad,6'4",310,12/21/1994 12:00:00 AM,Buffalo,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19586.png,10,,BAL FA,2017,,,True,,,,,,35
19440,CIN,17,Kermit,Whitfield,WR,Practice Squad,5'8",185,10/8/1993 12:00:00 AM,Florida State,0,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,,CHI FA,2017,,,True,40602,,,Kermit Whitfield,,7
19362,WAS,6,Ashton,Lampkin,CB,Practice Squad,6'0",189,1/10/1994 12:00:00 AM,Oklahoma State,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19362.png,10,,KC FA,2017,,,True,,,,,,35
19228,CIN,91,Josh,Tupou,NT,Active,6'3",362,5/2/1994 12:00:00 AM,Colorado,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19228.png,9,1043.00,CIN FA,2017,,,True,,,,,,7
19225,CIN,56,Hardy,Nickerson Jr,ILB,Active,6'0",236,1/5/1994 12:00:00 AM,Illinois,3,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19225.png,9,884.00,CIN FA,2017,,,True,,,,,,7
19226,CIN,76,Kent,Perkins,OT,Practice Squad,6'5",321,11/19/1994 12:00:00 AM,Texas,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19226.png,9,,CIN FA,2017,,,True,,,,,,7
19188,WAS,59,Garrett,Sickels,DE,Active,6'3",261,9/24/1994 12:00:00 AM,Penn State,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19188.png,10,,IND FA,2017,,,True,,,,,,35
19219,CIN,82,Cethan,Carter,TE,Active,6'3",237,9/5/1993 12:00:00 AM,Nebraska,3,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19219.png,9,677.00,CIN FA,2017,,,True,38722,728274,,Cethan Carter,Cethan Carter,7
19220,CIN,37,Demetrious,Cox,SS,Practice Squad,5'11",191,4/20/1994 12:00:00 AM,Michigan State,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19220.png,9,,CIN FA,2017,,,True,,,,,,7
19113,WAS,64,Jylan,Ware,OT,Practice Squad,6'7",294,10/16/1993 12:00:00 AM,Alabama State,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19113.png,10,,OAK,2017,7,231,False,,,,,,35
19131,WAS,19,Robert,Davis,WR,Active,6'3",219,4/2/1995 12:00:00 AM,Georgia State,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19131.png,10,670.00,WAS,2017,6,209,False,48371,744112,Questionable,Robert Davis,Robert Davis,35
19132,WAS,40,Josh,Harvey-Clemons,ILB,Active,6'4",217,2/20/1994 12:00:00 AM,Louisville,3,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19132.png,10,964.00,WAS,2017,7,230,False,,,,,,35
19133,WAS,38,Joshua,Holsey,CB,Practice Squad,5'11",197,6/25/1994 12:00:00 AM,Auburn,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19133.png,10,,WAS,2017,7,235,False,,,,,,35
19134,WAS,73,Chase,Roullier,C,Active,6'3",321,8/23/1993 12:00:00 AM,Wyoming,3,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19134.png,10,,WAS,2017,6,199,False,,,Questionable,,,35
19074,CIN,50,Jordan,Evans,OLB,Active,6'3",232,1/27/1995 12:00:00 AM,Oklahoma,3,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19074.png,9,954.00,CIN,2017,6,193,False,,,,,,7
19075,CIN,86,Mason,Schreck,TE,Active,6'4",257,11/4/1993 12:00:00 AM,Buffalo,3,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19075.png,9,683.00,CIN,2017,7,251,False,47551,694088,,Mason Schreck,Mason Schreck,7
19076,CIN,40,Brandon,Wilson,FS,Active,5'10",197,7/27/1994 12:00:00 AM,Houston,3,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19076.png,9,1430.00,CIN,2017,6,207,False,,,,,,7
19077,WAS,99,Caleb,Brantley,DE,Active,6'3",307,9/2/1994 12:00:00 AM,Florida,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19077.png,10,1519.00,CLE,2017,6,185,False,,,,,,35
19067,WAS,87,Jeremy,Sprinkle,TE,Active,6'5",256,8/10/1994 12:00:00 AM,Arkansas,3,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19067.png,10,640.00,WAS,2017,5,154,False,31169,693833,,Jeremy Sprinkle,Jeremy Sprinkle,35
19068,CIN,9,Brad,Kaaya,QB,Active,6'4",214,9/3/1995 12:00:00 AM,Miami,1,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19068.png,9,1753.00,DET,2017,6,215,False,55140,830889,,Brad Kaaya,Brad Kaaya,7
19028,WAS,35,Montae,Nicholson,FS,Active,6'2",212,12/4/1995 12:00:00 AM,Michigan State,3,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19028.png,10,1225.00,WAS,2017,4,123,False,,,,,,35
19005,CIN,98,Ryan,Glasgow,DT,Active,6'3",299,9/30/1993 12:00:00 AM,Michigan,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19005.png,9,1344.00,CIN,2017,4,138,False,,,,,,7
19006,CIN,80,Josh,Malone,WR,Active,6'3",208,3/21/1996 12:00:00 AM,Tennessee,3,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19006.png,9,316.00,CIN,2017,4,128,False,52410,820522,,Josh Malone,Josh Malone,7
18993,WAS,32,Samaje,Perine,RB,Active,5'11",233,9/16/1995 12:00:00 AM,Oklahoma,3,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18993.png,10,423.00,WAS,2017,4,114,False,52451,820734,,Samaje Perine,Samaje Perine,35
18994,CIN,58,Carl,Lawson,DE,Active,6'2",261,6/29/1995 12:00:00 AM,Auburn,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18994.png,9,1573.00,CIN,2017,4,116,False,,,Questionable,,,7
19015,WAS,16,Jehu,Chesson,WR,Practice Squad,6'2",204,12/29/1993 12:00:00 AM,Michigan,3,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19015.png,10,557.00,KC,2017,4,139,False,28065,696122,,Jehu Chesson,Jehu Chesson,35
18943,WAS,52,Ryan,Anderson,OLB,Active,6'2",258,8/12/1994 12:00:00 AM,Alabama,3,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18943.png,10,1330.00,WAS,2017,2,49,False,,,,,,35
18965,WAS,13,Ardarius,Stewart,WR,Practice Squad,5'11",204,12/8/1993 12:00:00 AM,Alabama,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18965.png,10,,NYJ,2017,3,79,False,42095,750855,,ArDarius Stewart,ArDarius Stewart,35
18972,WAS,31,Fabian,Moreau,CB,Active,6'0",205,4/9/1994 12:00:00 AM,UCLA,3,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18972.png,10,850.00,WAS,2017,3,81,False,,,,,,35
18951,CIN,75,Jordan,Willis,DE,Active,6'4",255,5/2/1995 12:00:00 AM,Kansas State,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18951.png,9,1054.00,CIN,2017,3,73,False,,,,,,7
18954,WAS,11,Carlos,Henderson,WR,Practice Squad,5'11",199,12/19/1994 12:00:00 AM,Louisiana Tech,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18954.png,10,,DEN,2017,3,82,False,43397,733840,,Carlos Henderson,Carlos Henderson,35
18875,WAS,93,Jonathan,Allen,DE,Active,6'3",286,1/16/1995 12:00:00 AM,Alabama,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18875.png,10,921.00,WAS,2017,1,17,False,,,,,,35
18881,CIN,11,John,Ross,WR,Active,5'11",188,11/27/1994 12:00:00 AM,Washington,3,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18881.png,9,212.00,CIN,2017,1,9,False,41475,747906,,John Ross III,John Ross III,7
18858,CIN,28,Joe,Mixon,RB,Active,6'1",228,7/24/1996 12:00:00 AM,Oklahoma,3,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18858.png,9,14.30,CIN,2017,2,48,False,52442,820727,,Joe Mixon,Joe Mixon,7
18873,WAS,56,Reuben,Foster,ILB,Injured Reserve,6'0",229,4/4/1994 12:00:00 AM,Alabama,3,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18873.png,10,,SF,2017,1,31,False,,,Out,,,35
18661,CIN,29,Tony,McRae,CB,Active,5'9",180,5/3/1993 12:00:00 AM,North Carolina A&T,3,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18661.png,9,1477.00,OAK FA,2016,,,True,,,,,,7
18494,CIN,62,Alex,Redmond,G,Suspended,6'5",294,1/18/1995 12:00:00 AM,UCLA,3,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18494.png,9,,CIN FA,2016,,,True,,,Out,,,7
18498,WAS,82,JP,Holtz,TE,Practice Squad,6'3",242,8/28/1993 12:00:00 AM,Pittsburgh,1,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18498.png,10,,CLE FA,2016,,,True,25957,692334,,J.P. Holtz,J.P. Holtz,35
18619,CIN,2,Jon,Brown,K,Inactive,5'10",202,12/7/1992 12:00:00 AM,Louisville,1,K,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18619.png,9,1743.00,CIN FA,2016,,,True,58029,841660,,Jonathan Brown,Jonathan Brown,7
18283,CIN,15,Hunter,Sharp,WR,Practice Squad,5'11",198,4/25/1994 12:00:00 AM,Utah State,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18283.png,9,596.00,PHI FA,2016,,,True,55577,834672,,Hunter Sharp,Hunter Sharp,7
18256,WAS,34,Byron,Marshall,RB,Active,5'9",201,2/13/1994 12:00:00 AM,Oregon,3,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18256.png,10,481.00,PHI FA,2016,,,True,29404,689726,,Byron Marshall,Byron Marshall,35
18233,WAS,58,Cassanova,McKinzy,OLB,Active,6'1",264,11/17/1992 12:00:00 AM,Auburn,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18233.png,10,1580.00,TB FA,2016,,,True,,,,,,35
18225,WAS,22,Russell,Hansbrough,RB,Practice Squad,5'8",195,11/19/1993 12:00:00 AM,Missouri,2,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18225.png,10,745.00,TB FA,2016,,,True,27153,689907,,Russell Hansbrough,Russell Hansbrough,35
18204,WAS,6,Josh,Woodrum,QB,Active,6'3",231,11/7/1992 12:00:00 AM,Liberty,1,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18204.png,10,,NYG FA,2016,,,True,70464,611616,Out,Josh Woodrum,Josh Woodrum,35
18197,CIN,12,Alex,Erickson,WR,Active,6'0",198,11/6/1992 12:00:00 AM,Wisconsin,4,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18197.png,9,343.00,CIN FA,2016,,,True,28907,652520,,Alex Erickson,Alex Erickson,7
18161,CIN,42,Clayton,Fejedelem,SS,Active,6'0",200,6/2/1993 12:00:00 AM,Illinois,4,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18161.png,9,1545.00,CIN,2016,7,245,False,,,Out,,,7
18097,CIN,49,Moritz,Boehringer,WR,Practice Squad,6'4",227,11/30/1992 12:00:00 AM,No College,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18097.png,9,727.00,MIN,2016,6,180,False,70341,914919,,Moritz Boehringer,Moritz Boehringer,7
18123,CIN,6,Jeff,Driskel,QB,Active,6'4",234,4/23/1993 12:00:00 AM,Louisiana Tech,4,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18123.png,9,495.00,SF,2016,6,207,False,30253,592538,,Jeff Driskel,Jeff Driskel,7
18116,CIN,16,Cody,Core,WR,Active,6'3",205,4/17/1994 12:00:00 AM,Mississippi,4,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18116.png,9,277.00,CIN,2016,6,199,False,31524,694662,,Cody Core,Cody Core,7
18095,WAS,29,DJ,White,CB,Active,5'11",193,9/9/1993 12:00:00 AM,Georgia Tech,3,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18095.png,10,,KC,2016,6,178,False,,,,,,35
18069,WAS,98,Matt,Ioannidis,DE,Active,6'3",299,1/11/1994 12:00:00 AM,Temple,4,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18069.png,10,1208.00,WAS,2016,5,152,False,,,,,,35
18078,CIN,63,Christian,Westerman,G,Active,6'3",298,2/23/1993 12:00:00 AM,Arizona State,4,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18078.png,9,,CIN,2016,5,161,False,,,,,,7
18004,CIN,20,Keivarae,Russell,CB,Practice Squad,5'11",192,10/19/1993 12:00:00 AM,Notre Dame,4,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18004.png,9,,KC,2016,3,74,False,,,,,,7
18015,CIN,59,Nick,Vigil,OLB,Active,6'2",239,8/20/1993 12:00:00 AM,Utah State,4,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18015.png,9,1270.00,CIN,2016,3,87,False,,,,,,7
17986,CIN,83,Tyler,Boyd,WR,Active,6'1",197,11/15/1994 12:00:00 AM,Pittsburgh,4,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17986.png,9,60.40,CIN,2016,2,55,False,40669,742387,,Tyler Boyd,Tyler Boyd,7
17968,CIN,99,Andrew,Billings,NT,Active,6'1",311,3/6/1995 12:00:00 AM,Baylor,4,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17968.png,9,893.00,CIN,2016,4,122,False,,,,,,7
17945,CIN,22,William,Jackson III,CB,Active,6'0",189,10/27/1992 12:00:00 AM,Houston,4,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17945.png,9,1547.00,CIN,2016,1,24,False,,,,,,7
17939,WAS,18,Josh,Doctson,WR,Active,6'2",202,12/3/1992 12:00:00 AM,TCU,4,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17939.png,10,210.00,WAS,2016,1,22,False,32564,592413,,Josh Doctson,Josh Doctson,35
